assembly_name	status	n_regions	bp_extracted	est_bytes_fetched	seconds	bp_rdna_censat	bp_acro_parm	bp_unplaced_rdna	bp_5S_locus	n_acro_contigs_taken	n_acro_contigs_skipped	n_orientation_reversed	n_orientation_conflict	sequence_refetched	unplaced_tilescan_added	n_unplaced_tilescan_added	5S_method	5S_contig	5S_core	5S_left	5S_right	notes
NA18970_hap2_hprc_r2_v1.0.1	ok	22	75177245	16694865	0.6	74227512	68900373	3861328	803316	11	1	2	0	False		0	chain_both_flanks	NA18970#2#CM101479.1	226410453-226613769	NA18970#2#CM101479.1:226252116-226410453(+,158242bp)	NA18970#2#CM101479.1:226613769-226813413(+,199580bp)	
NA18982_hap2_hprc_r2_v1.0.1	ok	40	71400093	16869543	0.8	70488061	65630897	2993150	735764	18	4	4	0	False		0	chain_both_flanks	NA18982#2#JBKABT010000001.1	230711906-230847670	NA18982#2#JBKABT010000001.1:230553604-230711906(+,158220bp)	NA18982#2#JBKABT010000001.1:230847670-231047600(+,199573bp)	
NA20503_hap1_hprc_r2_v1.0.1	ok	14	63294745	14046086	3.9	62156522	60823258	472553	789771	9	0	0	0	False		0	chain_both_flanks	NA20503#1#CM102455.1	226014378-226204149	NA20503#1#CM102455.1:225856101-226014378(+,158157bp)	NA20503#1#CM102455.1:226204149-226403749(+,199495bp)	
NA20762_hap1_hprc_r2_v1.0.1	ok	12	71255898	15785561	0.6	70270650	65383504	2871869	985248	5	1	0	0	False		0	chain_both_flanks	NA20762#1#CM102509.1	230725312-231110560	NA20762#1#CM102509.1:230566992-230725312(+,158220bp)	NA20762#1#CM102509.1:231110560-231310002(+,198922bp)	
NA20806_hap1_hprc_r2_v1.0.1	ok	11	62797945	14219805	4.3	62039875	60024598	0	758070	5	0	0	0	False		0	chain_both_flanks	NA20806#1#CM102437.1	219961418-220119488	NA20806#1#CM102437.1:219803154-219961418(+,158198bp)	NA20806#1#CM102437.1:220119488-220319407(+,199488bp)	
NA20827_hap1_hprc_r2_v1.0.1	ok	14	63305887	13380721	0.6	62015277	60489857	0	800753	8	1	0	0	False		0	chain_both_flanks	NA20827#1#CM102539.1	232646001-232846754	NA20827#1#CM102539.1:232487665-232646001(+,158328bp)	NA20827#1#CM102539.1:232846754-233047119(+,199478bp)	
NA20503_hap2_hprc_r2_v1.0.1	ok	16	63046121	14925290	4.0	62242341	60000000	1033173	803780	5	2	0	0	False		0	chain_both_flanks	NA20503#2#CM102472.1	231332438-231536218	NA20503#2#CM102472.1:231174115-231332438(+,158232bp)	NA20503#2#CM102472.1:231536218-231736164(+,199508bp)	
NA20762_hap2_hprc_r2_v1.0.1	ok	9	67817317	14778638	0.5	67103917	65894749	0	713400	5	0	0	0	False		0	chain_both_flanks	NA20762#2#CM102524.1	228980926-229094326	NA20762#2#CM102524.1:228823743-228980926(+,157008bp)	NA20762#2#CM102524.1:229094326-229293920(+,199555bp)	
NA20806_hap2_hprc_r2_v1.0.1	ok	13	77099105	16597745	1.0	76295051	74682823	0	804054	8	1	3	0	False		0	chain_both_flanks	NA20806#2#CM102491.1	234785367-234989421	NA20806#2#CM102491.1:234627048-234785367(+,158215bp)	NA20806#2#CM102491.1:234989421-235189753(+,199489bp)	
NA20827_hap2_hprc_r2_v1.0.1	ok	13	64538370	13377515	2.4	63228685	61514472	0	988080	7	0	0	0	False		0	chain_both_flanks	NA20827#2#CM102559.1	227968688-228356768	NA20827#2#CM102559.1:227810350-227968688(+,158237bp)	NA20827#2#CM102559.1:228356768-228557157(+,199532bp)	
HG06807_pat_v1	ok	6	60830000	84213889	59.7	0	60000000	0	830000	5	0	0	0	False		0	tile_scan_chr1	HG06807#1#CM101395.1	227205000-227435000			5S located by tile scan of 1 chr1 contigs (no usable chain)
HG06807_mat_v1	ok	6	60800000	84418615	73.0	0	60000000	0	800000	5	0	0	0	False		0	tile_scan_chr1	HG06807#2#CM101429.1	226525000-226725000			no CenSat: 1 unassigned contigs (16567 bp) tile-scanned, 0 with 45S tiles; 5S located by tile scan of 1 chr1 contigs (no usable chain)
hg002v1.1.pat	ok	11	67596804	11888680	0.8	66840720	64825452	0	756084	5	0	0	0	False		0	chain_both_flanks	HG002#1#chr1	231550626-231706710	HG002#1#chr1:231392278-231550626(+,158299bp)	HG002#1#chr1:231706710-231907063(+,199494bp)	
hg002v1.1.mat_MT	ok	10	78212500	10480556	0.8	77378237	75766009	0	834263	5	0	0	0	False		0	chain_both_flanks	HG002#2#chr1	223390360-223624623	HG002#2#chr1:223232045-223390360(+,158210bp)	HG002#2#chr1:223624623-223824293(+,199636bp)	
GCA_000001405.15_GRCh38_no_alt_analysis_set	ok	25	101363783	8075442	4.2	0	100551981	161802	650000	23	0	0	0	False		0	identity (GRCh38)	GRCh38#0#chr1	228600000-228650000			no CenSat: 127 unassigned contigs (4485509 bp) tile-scanned, 1 with 45S tiles
chm13v2.0_maskedY_rCRS	ok	6	60880000	89881858	71.5	60000000	60000000	0	880000	5	0	0	0	False		0	tile_scan_chr1	CHM13#0#chr1	227745000-228025000			5S located by tile scan of 1 chr1 contigs (no usable chain)
